"subject" "activity" "measurement" "X" "Y" "Z" "Magnitude"
"1732" "23" "WALKING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.061476584759322
"1912" "23" "WALKING" "FrequencyDomainBodyGyroscopeMean" -0.337619203050847 0.195569461920339 -0.194970369294915 NA
"2092" "23" "WALKING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.545051691694915 0.286581518449153 -0.287820868152542 NA
"2272" "23" "WALKING" "TimeseriesBodyAccelerationJerkMean" 0.0987319085964407 0.0148955926864407 -0.00190810641525424 -0.0670819655881356
"2452" "23" "WALKING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.229328122305085 -0.0805017337711864 -0.0293115056033898 -0.0268194363050847
"2632" "23" "WALKING" "TimeseriesBodyAccelerationMean" 0.273211884237288 -0.0183618711932203 -0.113382994084746 -0.0988770198220339
"2812" "23" "WALKING" "TimeseriesBodyAccelerationStandardDeviation" -0.313521773389831 -0.119020586510678 0.164220685383051 -0.209989354570847
"2992" "23" "WALKING" "TimeseriesBodyGyroscopeJerkMean" -0.0578128239067797 -0.0516704755661017 -0.0903002524369492 0.0115305410508475
"3172" "23" "WALKING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.363969434576271 0.295945926186441 -0.374456768135593 0.250173204117966
"3352" "23" "WALKING" "TimeseriesBodyGyroscopeMean" -0.0631156870355932 -0.0640197920966102 0.10770045065339 -0.0120968259523729
"3532" "23" "WALKING" "TimeseriesBodyGyroscopeStandardDeviation" -0.494322648644068 0.25945722920339 -0.209634887972881 0.163346451623729
"3712" "23" "WALKING" "TimeseriesGravityAccelerationMean" 0.939809688644068 -0.16176137 -0.160763360338983 -0.0988770198220339
"3892" "23" "WALKING" "TimeseriesGravityAccelerationStandardDeviation" -0.977230903898305 -0.966550706949153 -0.932981341864407 -0.209989354570847
"113" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" 0.201542909494444 -0.0724504562777778 0.157775692377778 NA
"293" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" 0.0819587190574074 -0.177697841296296 -0.09851956305 NA
"473" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationMean" 0.205428216353704 0.0959432893981482 0.280518877574074 0.364829993351852
"653" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.0282962478037037 0.0432283686975926 0.0947940973814815 -0.0453930349148148
"833" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA 0.335009724333333
"1013" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA 0.2244805035
"1193" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA 0.0746754643666667
"1373" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.0398573780185185
"1553" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA 0.150825734842593
"1733" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.218930425944444
"1913" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.214730713222222 0.328817010088889 -0.141266888477778 NA
"2093" "23" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.482598325037037 0.12605231802963 -0.305896699222222 NA
"2273" "23" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.0578010605648148 0.0375005150740741 -0.000982717101851849 0.112982475627778
"2453" "23" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" 0.198947061775926 -0.0883301225796296 0.0310157077775926 0.292087200087037
"2633" "23" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationMean" 0.289897411148148 -0.0162111457238889 -0.0988123712574074 0.127211137694444
"2813" "23" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" 0.0441392843425926 0.10825903416963 0.229898742944444 0.230363964351852
"2993" "23" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.117725824412963 -0.0352891614740741 -0.0293255016148148 -0.0463117766203704
"3173" "23" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.32301569962963 0.146650121972222 -0.36786963962963 0.0594908483888889
"3353" "23" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeMean" -0.0578230190203704 -0.0853077464277778 0.0953602497222222 0.0390915481555556
"3533" "23" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.416133032777778 0.213825552277778 -0.208702488240741 0.0539972903222222
"3713" "23" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationMean" 0.923711401296296 -0.110028841648148 -0.153671532259259 0.127211137694444
"3893" "23" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.950790837407407 -0.93901254962963 -0.905888257592593 0.230363964351852
"114" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.365642513176471 -0.326236287627451 -0.346605238039216 NA
"294" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.424877553333333 -0.380894442941176 -0.46895638372549 NA
"474" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationMean" -0.272605689568627 -0.0769773944803922 -0.070577489272549 -0.231382662235294
"654" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.234309548019608 0.0380597405498039 0.104508755759412 -0.410047643333333
"834" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.302968064764706
"1014" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.454324844901961
"1194" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.51871565
"1374" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.632659461568627
"1554" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.380388292223529
"1734" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.470491576431373
"1914" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.430239229235294 -0.290447408901961 -0.163001294113725 NA
"2094" "23" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.590430783921569 -0.301619977058824 -0.0822521122215686 NA
"2274" "23" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.0723649984647059 0.039986286827451 0.0159234167843137 -0.311143885098039
"2454" "23" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.365398622764706 -0.328225031 -0.408094020392157 -0.362708849411765
"2634" "23" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationMean" 0.249995171031373 -0.0323844029237255 -0.126890616782353 -0.0117536873784314
"2814" "23" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" -0.243887818513725 0.0448435785868627 0.10080118935098 -0.271893714117647
"2994" "23" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.109913094117647 -0.0523943787039216 -0.0924998531372549 -0.504367150588235
"3174" "23" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.548318881568627 -0.493514122352941 -0.543765425882353 -0.551275188627451
"3354" "23" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeMean" 0.0957940245941176 -0.111564389137255 -0.0325557522333333 -0.156527148792745
"3534" "23" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.550664576666667 -0.293681861176471 -0.0317301153392157 -0.366732989313725
"3714" "23" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationMean" 0.843438810196078 -0.214481808235294 -0.35593445 -0.0117536873784314
"3894" "23" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.933344481568627 -0.910474557058824 -0.902065910392157 -0.271893714117647
"37" "24" "LAYING" "FrequencyDomainBodyAccelerationJerkMean" -0.985998546805556 -0.982140613888889 -0.981549689583333 NA
"217" "24" "LAYING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.988140517777778 -0.984124532361111 -0.983185637916667 NA
"397" "24" "LAYING" "FrequencyDomainBodyAccelerationMean" -0.975893687083333 -0.980830362083333 -0.976634815694444 -0.973171068055556
"577" "24" "LAYING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.965167081805556 -0.984571808472222 -0.973057781805556 -0.971063024027778
"757" "24" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.983108084305556
"937" "24" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.98328511625
"1117" "24" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.978596740694444
"1297" "24" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.980096981111111
"1477" "24" "LAYING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.964001383472222
"1657" "24" "LAYING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.961369084583333
"1837" "24" "LAYING" "FrequencyDomainBodyGyroscopeMean" -0.976570564027778 -0.966111980277778 -0.981093036111111 NA
"2017" "24" "LAYING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.984713284166667 -0.95779294875 -0.983602745694445 NA
"2197" "24" "LAYING" "TimeseriesBodyAccelerationJerkMean" 0.08072123275 0.0119819524179167 -0.00589225849902778 -0.985529270555556
"2377" "24" "LAYING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.98636543375 -0.982430495 -0.983087366805556 -0.983605927361111
"2557" "24" "LAYING" "TimeseriesBodyAccelerationMean" 0.272850494930556 -0.0173555210111111 -0.107236237236111 -0.9718540425
"2737" "24" "LAYING" "TimeseriesBodyAccelerationStandardDeviation" -0.967984021111111 -0.983126461944444 -0.973566958888889 -0.969354834166667
"2917" "24" "LAYING" "TimeseriesBodyGyroscopeJerkMean" -0.102813809652778 -0.0382323710416667 -0.0624116966805556 -0.982780873888889
"3097" "24" "LAYING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.979865720555556 -0.978091312777778 -0.992381595972222 -0.978659102222222
"3277" "24" "LAYING" "TimeseriesBodyGyroscopeMean" -0.0143679929444444 -0.0955538053611111 0.111730746333333 -0.953791512638889
"3457" "24" "LAYING" "TimeseriesBodyGyroscopeStandardDeviation" -0.982651720138889 -0.960299550972222 -0.98170136125 -0.957829934722222
"3637" "24" "LAYING" "TimeseriesGravityAccelerationMean" -0.359292534027778 0.738430699305556 0.683839909722222 -0.9718540425
"3817" "24" "LAYING" "TimeseriesGravityAccelerationStandardDeviation" -0.960412164305556 -0.993454358055556 -0.979239668194444 -0.969354834166667
"38" "24" "SITTING" "FrequencyDomainBodyAccelerationJerkMean" -0.988857403235294 -0.979228238382353 -0.981971300147059 NA
"218" "24" "SITTING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.9892888075 -0.981550132794118 -0.986008449264706 NA
"398" "24" "SITTING" "FrequencyDomainBodyAccelerationMean" -0.989529506764706 -0.962773200147059 -0.966991781176471 -0.968905031470588
"578" "24" "SITTING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.991100005441176 -0.954998005147059 -0.954402697794118 -0.965852262058824
"758" "24" "SITTING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.984469962941177
"938" "24" "SITTING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.98561372
"1118" "24" "SITTING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.990854751176471
"1298" "24" "SITTING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.990933058235294
"1478" "24" "SITTING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.977973720735294
"1658" "24" "SITTING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.969105899117647
"1838" "24" "SITTING" "FrequencyDomainBodyGyroscopeMean" -0.985676523823529 -0.981200181176471 -0.974686891029412 NA
"2018" "24" "SITTING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.988891551764706 -0.976252427794118 -0.972851787647059 NA
"2198" "24" "SITTING" "TimeseriesBodyAccelerationJerkMean" 0.0763318528529412 0.00476702575745588 -0.00113300171426471 -0.985555822352941
"2378" "24" "SITTING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.988564382205882 -0.979573678088235 -0.984662946764706 -0.985418456176471
"2558" "24" "SITTING" "TimeseriesBodyAccelerationMean" 0.273475690147059 -0.0131255097938235 -0.103041061426471 -0.968979156470588
"2738" "24" "SITTING" "TimeseriesBodyAccelerationStandardDeviation" -0.990593766617647 -0.956255962058824 -0.957056111470588 -0.963779683235294
"2918" "24" "SITTING" "TimeseriesBodyGyroscopeJerkMean" -0.0951782658382353 -0.040616936 -0.051596655125 -0.991306424705882
"3098" "24" "SITTING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.991442007794118 -0.989780810588235 -0.989850160294118 -0.990724530735294
"3278" "24" "SITTING" "TimeseriesBodyGyroscopeMean" -0.0356229619955882 -0.0750132697044118 0.0800440230882353 -0.964633252352941
"3458" "24" "SITTING" "TimeseriesBodyGyroscopeStandardDeviation" -0.988111648676471 -0.977954005147059 -0.971277654117647 -0.969257162647059
"3638" "24" "SITTING" "TimeseriesGravityAccelerationMean" 0.919637604411765 0.182254651955882 0.109559621020588 -0.968979156470588
"3818" "24" "SITTING" "TimeseriesGravityAccelerationStandardDeviation" -0.989660149852941 -0.971692544705882 -0.963406795735294 -0.963779683235294
"39" "24" "STANDING" "FrequencyDomainBodyAccelerationJerkMean" -0.98116164057971 -0.967720592463768 -0.974170468405797 NA
"219" "24" "STANDING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.981721691014493 -0.970228184202899 -0.979936740869565 NA
"399" "24" "STANDING" "FrequencyDomainBodyAccelerationMean" -0.984183633623188 -0.948970158405797 -0.953817599275362 -0.960066088115942
"579" "24" "STANDING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.988851853478261 -0.934454791304348 -0.923802467681159 -0.949522556376812
"759" "24" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.972251355217391
"939" "24" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.973195509565217
"1119" "24" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.981119237826087
"1299" "24" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.9797551
"1479" "24" "STANDING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.963922314202899
"1659" "24" "STANDING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.954407176956522
"1839" "24" "STANDING" "FrequencyDomainBodyGyroscopeMean" -0.958540187246377 -0.970426493768116 -0.970133388405797 NA
"2019" "24" "STANDING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.961885695217391 -0.965798055507246 -0.972688652173913 NA
"2199" "24" "STANDING" "TimeseriesBodyAccelerationJerkMean" 0.0746177416521739 0.0109839689101449 -0.00358774904913043 -0.977620953913043
"2379" "24" "STANDING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.980573836811594 -0.967745638695652 -0.977716354927536 -0.973108343043478
"2559" "24" "STANDING" "TimeseriesBodyAccelerationMean" 0.280348883913043 -0.0144785340348986 -0.108222553855072 -0.950061017681159
"2739" "24" "STANDING" "TimeseriesBodyAccelerationStandardDeviation" -0.98725587115942 -0.936871974347826 -0.930283530144928 -0.94790101173913
"2919" "24" "STANDING" "TimeseriesBodyGyroscopeJerkMean" -0.0991947719855072 -0.0431738608 -0.0517180379565217 -0.982387268985507
"3099" "24" "STANDING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.975856809130435 -0.981983572028985 -0.983276883478261 -0.979995718695652
"3279" "24" "STANDING" "TimeseriesBodyGyroscopeMean" -0.0278611511434783 -0.0692546674492754 0.077124614942029 -0.954518594057971
"3459" "24" "STANDING" "TimeseriesBodyGyroscopeStandardDeviation" -0.960738660289855 -0.967298518695652 -0.969958678115942 -0.95310477884058
"3639" "24" "STANDING" "TimeseriesGravityAccelerationMean" 0.96644228 -0.145201300942029 -0.0530585403536232 -0.950061017681159
"3819" "24" "STANDING" "TimeseriesGravityAccelerationStandardDeviation" -0.992197591884058 -0.968155388695652 -0.94618494942029 -0.94790101173913
"40" "24" "WALKING" "FrequencyDomainBodyAccelerationJerkMean" -0.509628168793103 -0.352829307068966 -0.469920224310345 NA
"220" "24" "WALKING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.507640734482759 -0.294353545672414 -0.511115619482759 NA
"400" "24" "WALKING" "FrequencyDomainBodyAccelerationMean" -0.492419802586207 -0.203193741396552 -0.344493013448276 -0.434618912068966
"580" "24" "WALKING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.462733639137931 -0.182766476862069 -0.314646918448276 -0.590265845517241
"760" "24" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.418641046896552
"940" "24" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.40297998362069
"1120" "24" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.571594392068966
"1300" "24" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.567447731896552
"1480" "24" "WALKING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.534509163793103
"1660" "24" "WALKING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.668032801896552
"1840" "24" "WALKING" "FrequencyDomainBodyGyroscopeMean" -0.468295081206897 -0.479841432931034 -0.39144792137931 NA
"2020" "24" "WALKING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.616915839310345 -0.495896271896552 -0.453337858448276 NA
"2200" "24" "WALKING" "TimeseriesBodyAccelerationJerkMean" 0.0731938975362069 0.0121254591034483 -0.0116401387758621 -0.399722201034483
"2380" "24" "WALKING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.485863255344828 -0.302220161206897 -0.491189466034483 -0.409824562586207
"2560" "24" "WALKING" "TimeseriesBodyAccelerationMean" 0.276980816034483 -0.0225446400534483 -0.110595952913793 -0.299983613965517
"2740" "24" "WALKING" "TimeseriesBodyAccelerationStandardDeviation" -0.47076236637931 -0.154127498163793 -0.288840016206897 -0.48106401862069
"2920" "24" "WALKING" "TimeseriesBodyGyroscopeJerkMean" -0.0625311679982759 -0.0502895008551724 -0.0739835516362069 -0.507824745862069
"3100" "24" "WALKING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.490773455517241 -0.514246569655172 -0.557968202931034 -0.556022765862069
"3280" "24" "WALKING" "TimeseriesBodyGyroscopeMean" -0.0545126870724138 -0.0658435879913793 0.0972006320344828 -0.403064156896552
"3460" "24" "WALKING" "TimeseriesBodyGyroscopeStandardDeviation" -0.580597373275862 -0.487166280172414 -0.396154003275862 -0.563863212586207
"3640" "24" "WALKING" "TimeseriesGravityAccelerationMean" 0.95970108137931 -0.115116241810345 -0.140910029827586 -0.299983613965517
"3820" "24" "WALKING" "TimeseriesGravityAccelerationStandardDeviation" -0.983132400344828 -0.962578844310345 -0.962822966551724 -0.48106401862069
"41" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.376175794909091 -0.2258243574 -0.250000183381818 NA
"221" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.355930598 -0.163626807636364 -0.328569968545455 NA
"401" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationMean" -0.222324293454545 -0.0861829752472727 -0.173825083587273 -0.0231701626603636
"581" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.0349085946785455 -0.169191147529091 -0.291553822381818 -0.175291708678182
"761" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.200830137109091
"941" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.0827554911536364
"1121" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.474449925818182
"1301" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.478030486181818
"1481" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.374298686727273
"1661" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.470147270181818
"1841" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.272469211854545 -0.433475431818182 -0.396286646363636 NA
"2021" "24" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.484894683818182 -0.523412701636364 -0.573281905454545 NA
"2201" "24" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.0802619828545455 -0.00447316273690909 -0.00846915857363636 -0.263106944836364
"2381" "24" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.337218894 -0.169291887741818 -0.290239376563636 -0.143501970018182
"2561" "24" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationMean" 0.288631208909091 -0.0145730348310909 -0.104818820272727 -0.0737699163072727
"2741" "24" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" -0.08273248054 -0.102607326783636 -0.205566380745455 -0.0224839122854545
"2921" "24" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.0914145014654545 -0.0291766311418182 -0.0412055411490909 -0.497152238363636
"3101" "24" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.358444550225455 -0.519326735090909 -0.478690941272727 -0.459159852363636
"3281" "24" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeMean" -0.0867069010690909 -0.0542300245127273 0.111973650603636 -0.304965806363636
"3461" "24" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.431919067945455 -0.484673524 -0.491077244909091 -0.3636948774
"3641" "24" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationMean" 0.950883416727273 -0.128326710927273 -0.140123155018182 -0.0737699163072727
"3821" "24" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.961845327454545 -0.941478979454546 -0.942207718727273 -0.0224839122854545
"42" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.515644617288136 -0.527604243559322 -0.48339098779661 NA
"222" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.527104719152542 -0.535843319152542 -0.562727123050847 NA
"402" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationMean" -0.395790553898305 -0.252412541966102 -0.312792211016949 -0.322300989322034
"582" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.326165553050847 -0.107787679328814 -0.28314344338983 -0.406283377627119
"762" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.429800778813559
"942" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.45964779779661
"1122" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.64611467
"1302" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.653876950677966
"1482" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.564664994745763
"1662" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.54907099
"1842" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.503188684915254 -0.546620981186441 -0.372182912033898 NA
"2022" "24" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.602945480677966 -0.586177824237288 -0.311996408983051 NA
"2202" "24" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.0862310100338983 -0.0150816047830508 -0.0132353651798305 -0.488487620508475
"2382" "24" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.49876467220339 -0.51522075220339 -0.523807264237288 -0.441068689830508
"2562" "24" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationMean" 0.269881106779661 -0.0251979434569492 -0.114248610966102 -0.226402822033898
"2742" "24" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" -0.344399351355932 -0.116804488966102 -0.255601012881356 -0.30685447
"2922" "24" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.146800845605424 -0.0317350582050847 -0.0498427228983051 -0.658751629152542
"3102" "24" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.640489537966102 -0.646644373728814 -0.648975330847458 -0.638180352881356
"3282" "24" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeMean" 0.0883163772152542 -0.105932947294915 0.0248290702830508 -0.33443583979661
"3462" "24" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.577426408813559 -0.568534124576271 -0.27459628379661 -0.503929060169492
"3642" "24" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationMean" 0.906369500508475 -0.237498409152542 -0.227134869152542 -0.226402822033898
"3822" "24" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.962190567457627 -0.916690779830509 -0.934952938983051 -0.30685447
"115" "25" "LAYING" "FrequencyDomainBodyAccelerationJerkMean" -0.972859085753425 -0.946802003561644 -0.962632674520548 NA
"295" "25" "LAYING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.976423984657534 -0.948414293561644 -0.971885370136986 NA
"475" "25" "LAYING" "FrequencyDomainBodyAccelerationMean" -0.929147371232877 -0.78494581909589 -0.816197953561644 -0.774481943616438
"655" "25" "LAYING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.902547712465753 -0.67238425569863 -0.694100368012329 -0.651353241643836
"835" "25" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.96008314739726
"1015" "25" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.963601212876712
"1195" "25" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.96825160890411
"1375" "25" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.970457947534247
